295416901943828481	RT if you are older than 9 #bigwet #getinvolved	0
295457192436441088	#qldfloods lmao. Whoever put those things were clever as fuck. Lol. I laughed so hard all over again. http://t.co/LQC0G2Ug	0
293925403238748161	#QLD  Police: #bigwet Bruce H'Way near Mobil Service Station &amp; Butler St, Tully... http://t.co/pNxFvjoC	1
297106476630155264	RT @ACPMH: Check out @beyondblue looking after yourself and your family after a disaster booklet http://t.co/zjeViQTr  #bigwet #qldflood ...	1
295737736831324161	HANDY list of contacts and numbers. Have a look and write down any that you may need. http://t.co/g2j1ItC7 #bigwet #bnefloods	1
295561328611958784	http://t.co/Wa22BVvy  #bigwet I hate everything of you! The reason why do I accept you?!	0
296687998337159169	RT @909SeaFM: Mayor Tom Tate to open Community Recovery Centre to help residents affected by #bigwet, at Broadbeach this morning. #news  ...	1
295695969964658688	RT @clubwah: Will people of Queensland remember Abbott didn't want a levy to help pay for the last floods/storms.? What will he pledge i ...	1
295761644376694784	http://t.co/3pPq3bG1 I'm wondering if this type of works --  #SAGAwards #bigwet	0
295612754973323264	Telstra phone services cut at Rockhampton, Cairns, Gladstone, Mt Isa, Mareeba, Townsville. 000 coverage is also down in these areas #bigwet	1
295704362779549696	RT @alice_r0se: So glad we went to Queensland at the start of the month and not now! Stay safe you beautiful queenslanders ? #qldfloods	1
295742388343828480	St Rita's College at Clayfield will operate as usual, with school already scheduled to start on Wednesday. #bigwet	1
295854887948926976	Praying for the people in the Queensland stay safe everyone xxxx &lt;3 #qldfloods :(	1
296245897732444160	RT @petsarefound: LOST – Two Chickens – Seven Hills, #Brisbane #QLD http://t.co/CkeADppR via @PetsAreFound #qldfloods Pls RT	0
295751980717051904	Bless all the emergency workers,volunteers exhausted in Brisbane and QLD. I would like my power back... But I've got LOTS of books. #bigwet	1
295441136632332288	http://t.co/agcVoY1H Lol - He published every thing  #qldfloods	0
295552516383465472	#bigwet http://t.co/BybPZ2X8 hello this might be me audrey I love your individual music its just about all !!!!	0
295518999687606272	http://t.co/Oqw8t4qk  #bigwet Can this be for real	0
296298095862505472	@Ludacris can we plz take a minute to pray for the families affected by the floods in Australia	1
298311265317707776	Looking forward to joining the insurance industry meeting with Queensland Treasurer tomorrow, to explain the industry response to floods.	0
295661283049623555	Pygmy whales washed up in huge swells http://t.co/gt1wgSn9 @abcnews #bigwet	1
295485311054655488	#qldfloods You just need love. http://t.co/rUvGT4Jb	0
295018027815165952	Yeaa buddy #straya #sausagerolls #triplej #hottest100 #brisbane #bigwet #bbq  #australiaday #nofilter http://t.co/TWrVSIfp	0
295341916160139264	RT @abcwidebay: Sunshine Coast Airport has been closed today. All flights in and out are cancelled due to strong winds #QLD #bigwet	1
295673287172829184	RT @newscomauHQ: Evacuation centres now set up in the Lockyer Valley. Mayor Jones says creek floodwaters higher than in 2011. #bigwet ht ...	1
295874102034591744	#SuryaRay #Surya Australia floods: 'We will get through this,' says Queensland Premier - Telegraph.co.... http://t.co/dZUk1rau @suryaray	1
295359003763040256	RT @QPSmedia: Bundaberg North residents please evacuate immediately to Civic Centre, N Bundaberg SS or friends &amp; relatives #bigwet	1
296143556727435264	Hospital patients flee rising floods: Heavy flooding in Australia caused by torrential rains has forced mass eva... http://t.co/lJhGxNLK	1
295534384386285568	#bigwet http://t.co/bYPxlmjb every one of the i wanna do is in fact accept you, las Vegas Dui Attorney turning it into thus challenging?	0
295524066411036675	27/23:14 EST Flood Warning - Fitzroy River (QLD) http://t.co/Pcu4VnvJ	1
295439509229801473	@7NewsBrisbane @billmcdonald1 @SharynGhidella can we please have an update for Caboolture/Morayfield region please? #bigwet #7NewsBrisbane	1
296484767535345664	Queensland floods update: a second body has been found today, taking the total death to 6 #tennews	1
295701913272451073	RT @couriermail: Police are asking people not to sight see in flooded areas and only use the roads if necessary. #bigwet	1
296965606769565696	RT @612brisbane: Just over 5,000 homes without power, @Energex crews continue work through the night http://t.co/2c705Cb7 #qldfloods #bigwet	1
296851005772025856	RT @501Awani: Malaysian farm worker dies in Queensland floods http://t.co/2Fou02QA	1
295537819529654274	#bigwet bahahah this made me laugh. funny pic! http://t.co/rEje5Syb	0
295861389124308993	Poser RT @MissKayeSera: TWO sand bags, Tony. That's gonna make a huge difference! #abbottstunts #bigwet #Qld http://t.co/plD1b9Xj	1
295982407356674049	Flooding in Queensland now disaster of  'epic proportions'   http://t.co/BBx0N1Tp	1
295433482040119297	#qldfloods http://t.co/Us06tjFT HAHAHAHA last time I heard that joke I laughed so hard that I dropped my game boy advance -___-	0
296096295297376257	RT @JT_KYOTE: Floods in beenleigh and eagleby #hometown #bigwet #brisbanefloods http://t.co/L5BuRXWd	1
295535651091267585	BOM UPDATE: Though the storm is easing as it moves further south in to #NSW, heavy falls still possible over the next 12hrs #qldfloods	1
297433858851352576	Briefing for North Bundaberg residents ahead of return. #bigwet @abcnews http://t.co/KVrEOavc	1
295531913958010881	ahahah i cannot breathing!!!!  #Djokovic #bigwet http://t.co/1qnzrLeP	0
295633797788090368	Basically f'n crazy http://t.co/6GxN3szU  #qldfloods #Djokovic	0
295982398993207296	RT @autALERT: #bigwet update #moggill #qld Peaking below the minor flood level (10.0m) at about 9.5 metres overnight Monday Jan28.	1
295651757785231360	http://t.co/aFGZhBjU  #qldfloods Na a task dey do me	0
296422335341285376	RT @WittyRenee: I would say Queensland's repetitive flood crises are more the direct result of occupying and building in excess on a flo ...	1
295475429249282048	RT @theantibogan: Retweet this picture if you think this guy's a complete arse-hat #auspol #ausmedia #bigwet #ausopen http://t.co/ckpSRqaW	0
295482853171535872	have no words. I cannot believe this. My heart is broken. RIP Mitch Lucker.  #bigwet http://t.co/ozu7hJdI	0
295622418637152256	Heart goes out to those who went under in 2011 &amp; are facing a flood threat again this morning. #qldfloods	1
296456997069541376	Great severe thunderstorm warning have just been broadcasted for the flooded areas in SEQ :( They have suffered enough already :( #bigwet	1
296454698574163969	Asia Top News: Australia Floods Cast Pall Over Wesfarmers Outlook http://t.co/kJDIjlcn (via CNBC Asia)	1
298649594626183168	#qldpol #auspol @tennewsqld: Qld's Flood Appeal Committee Desperate Plea To Big Business For Donations: http://t.co/9Jx754v4	1
298435026637451265	Donations to Queensland flood appeal fall short of expectations : http://t.co/GyfDbazQ	1
